Date,Fee Rate
2017-07-12,136
2017-07-13,142
2017-07-14,157
2017-07-15,171
2017-07-16,307
2017-07-17,123
2017-07-18,142
2017-07-19,141
2017-07-20,144
2017-07-21,154
2017-07-22,164
2017-07-23,114
2017-07-24,106
2017-07-25,106
2017-07-26,122
2017-07-27,117
2017-07-28,117
2017-07-29,138
2017-07-30,113
2017-07-31,121
2017-08-01,141
2017-08-02,69
2017-08-03,100
2017-08-04,103
2017-08-05,69
2017-08-06,71
2017-08-07,79
2017-08-08,87
2017-08-09,98
2017-08-10,122
2017-08-11,147
2017-08-12,168
2017-08-13,158
2017-08-14,130
2017-08-15,206
2017-08-16,237
2017-08-17,276
2017-08-18,205
2017-08-19,234
2017-08-20,182
2017-08-21,175
2017-08-22,266
2017-08-23,381
2017-08-24,343
2017-08-25,414
2017-08-26,454
2017-08-27,396
2017-08-28,230
2017-08-29,306
2017-08-30,307
2017-08-31,237
2017-09-01,260
2017-09-02,218
2017-09-03,226
2017-09-04,198
2017-09-05,200
2017-09-06,187
2017-09-07,188
2017-09-08,179
2017-09-09,134
2017-09-10,118
2017-09-11,131
2017-09-12,110
2017-09-13,112
2017-09-14,98
2017-09-15,111
2017-09-16,114
2017-09-17,102
2017-09-18,97
2017-09-19,146
2017-09-20,115
2017-09-21,132
2017-09-22,101
2017-09-23,104
2017-09-24,95
2017-09-25,91
2017-09-26,127
2017-09-27,113
2017-09-28,116
2017-09-29,89
2017-09-30,82
2017-10-01,93
2017-10-02,101
2017-10-03,121
2017-10-04,93
2017-10-05,124
2017-10-06,126
2017-10-07,102
2017-10-08,80
2017-10-09,81
2017-10-10,100
2017-10-11,109
2017-10-12,105
2017-10-13,118
2017-10-14,203
2017-10-15,159
2017-10-16,91
2017-10-17,122
2017-10-18,130
2017-10-19,126
2017-10-20,107
2017-10-21,93
2017-10-22,103
2017-10-23,87
2017-10-24,112
2017-10-25,113
2017-10-26,78
2017-10-27,90
2017-10-28,156
2017-10-29,210
2017-10-30,178
2017-10-31,170
2017-11-01,166
2017-11-02,180
2017-11-03,179
2017-11-04,222
2017-11-05,198
2017-11-06,134
2017-11-07,179
2017-11-08,180
2017-11-09,182
2017-11-10,231
2017-11-11,257
2017-11-12,384
2017-11-13,698
2017-11-14,534
2017-11-15,472
2017-11-16,370
2017-11-17,325
2017-11-18,229
2017-11-19,199
2017-11-20,151
2017-11-21,183
2017-11-22,168
2017-11-23,165
2017-11-24,160
2017-11-25,147
2017-11-26,119
2017-11-27,119
2017-11-28,135
2017-11-29,148
2017-11-30,158
2017-12-01,151
2017-12-02,125
2017-12-03,114
2017-12-04,101
2017-12-05,119
2017-12-06,117
2017-12-07,130
2017-12-08,235
2017-12-09,391
2017-12-10,307
2017-12-11,262
2017-12-12,272
2017-12-13,327
2017-12-14,303
2017-12-15,337
2017-12-16,331
2017-12-17,295
2017-12-18,277
2017-12-19,312
2017-12-20,454
2017-12-21,631
2017-12-22,831
2017-12-23,908
2017-12-24,717
2017-12-25,534
2017-12-26,488
2017-12-27,486
2017-12-28,477
2017-12-29,481
2017-12-30,459
2017-12-31,502
2018-01-01,321
2018-01-02,293
2018-01-03,365
2018-01-04,449
2018-01-05,434
2018-01-06,461
2018-01-07,387
2018-01-08,410
2018-01-09,399
2018-01-10,429
2018-01-11,411
2018-01-12,340
2018-01-13,333
2018-01-14,349
2018-01-15,302
2018-01-16,320
2018-01-17,368
2018-01-18,380
2018-01-19,358
2018-01-20,283
2018-01-21,212
2018-01-22,172
2018-01-23,175
2018-01-24,153
2018-01-25,147
2018-01-26,129
2018-01-27,126
2018-01-28,104
2018-01-29,95
2018-01-30,96
2018-01-31,98
2018-02-01,135
2018-02-02,127
2018-02-03,159
2018-02-04,91
2018-02-05,63
2018-02-06,87
2018-02-07,90
2018-02-08,80
2018-02-09,65
2018-02-10,63
2018-02-11,56
2018-02-12,41
2018-02-13,40
2018-02-14,42
2018-02-15,35
2018-02-16,46
2018-02-17,37
2018-02-18,33
2018-02-19,28
2018-02-20,32
2018-02-21,36
2018-02-22,24
2018-02-23,27
2018-02-24,52
2018-02-25,63
2018-02-26,34
2018-02-27,33
2018-02-28,31
2018-03-01,32
2018-03-02,29
2018-03-03,31
2018-03-04,22
2018-03-05,22
2018-03-06,30
2018-03-07,23
2018-03-08,21
2018-03-09,21
2018-03-10,24
2018-03-11,31
2018-03-12,23
2018-03-13,22
2018-03-14,43
2018-03-15,34
2018-03-16,33
2018-03-17,28
2018-03-18,28
2018-03-19,24
2018-03-20,29
2018-03-21,31
2018-03-22,30
2018-03-23,24
2018-03-24,24
2018-03-25,23
2018-03-26,26
2018-03-27,25
2018-03-28,23
2018-03-29,25
2018-03-30,26
2018-03-31,25
2018-04-01,23
2018-04-02,25
2018-04-03,24
2018-04-04,23
2018-04-05,23
2018-04-06,24
2018-04-07,30
2018-04-08,28
2018-04-09,30
2018-04-10,21
2018-04-11,21
2018-04-12,22
2018-04-13,28
2018-04-14,30
2018-04-15,22
2018-04-16,17
2018-04-17,19
2018-04-18,22
2018-04-19,23
2018-04-20,25
2018-04-21,26
2018-04-22,24
2018-04-23,24
2018-04-24,25
2018-04-25,43
2018-04-26,72
2018-04-27,54
2018-04-28,40
2018-04-29,38
2018-04-30,36
2018-05-01,31
2018-05-02,30
2018-05-03,32
2018-05-04,30
2018-05-05,30
2018-05-06,28
2018-05-07,29
2018-05-08,28
2018-05-09,27
2018-05-10,26
2018-05-11,24
2018-05-12,28
2018-05-13,27
2018-05-14,27
2018-05-15,31
2018-05-16,33
2018-05-17,30
2018-05-18,51
2018-05-19,54
2018-05-20,35
2018-05-21,30
2018-05-22,27
2018-05-23,25
2018-05-24,26
2018-05-25,29
2018-05-26,28
2018-05-27,29
2018-05-28,26
2018-05-29,28
2018-05-30,23
2018-05-31,21
2018-06-01,18
2018-06-02,17
2018-06-03,17
2018-06-04,12
2018-06-05,11
2018-06-06,13
2018-06-07,13
2018-06-08,13
2018-06-09,14
2018-06-10,21
2018-06-11,17
2018-06-12,23
2018-06-13,14
2018-06-14,29
2018-06-15,25
2018-06-16,19
2018-06-17,21
2018-06-18,30
2018-06-19,16
2018-06-20,64
2018-06-21,118
2018-06-22,71
2018-06-23,57
2018-06-24,37
2018-06-25,33
2018-06-26,24
2018-06-27,20
2018-06-28,25
2018-06-29,26
2018-06-30,24
2018-07-01,17
2018-07-02,16
2018-07-03,17
2018-07-04,21
2018-07-05,17
2018-07-06,19
2018-07-07,20
2018-07-08,20
2018-07-09,16
2018-07-10,14
2018-07-11,16
2018-07-12,15
2018-07-13,12
2018-07-14,12
2018-07-15,10
2018-07-16,15
2018-07-17,21
2018-07-18,18
2018-07-19,17
2018-07-20,24
2018-07-21,18
2018-07-22,18
2018-07-23,18
2018-07-24,17
2018-07-25,20
2018-07-26,16
2018-07-27,19
2018-07-28,14
2018-07-29,15
2018-07-30,17
2018-07-31,20
2018-08-01,18
2018-08-02,14
2018-08-03,21
2018-08-04,17
2018-08-05,17
2018-08-06,15
2018-08-07,13
2018-08-08,12
2018-08-09,16
2018-08-10,17
2018-08-11,15
2018-08-12,15
2018-08-13,14
2018-08-14,15
2018-08-15,19
2018-08-16,18
2018-08-17,20
2018-08-18,19
2018-08-19,17
2018-08-20,19
2018-08-21,24
2018-08-22,22
2018-08-23,20
2018-08-24,17
2018-08-25,16
2018-08-26,21
2018-08-27,28
2018-08-28,25
2018-08-29,33
2018-08-30,19
2018-08-31,19
2018-09-01,20
2018-09-02,16
2018-09-03,18
2018-09-04,16
2018-09-05,20
2018-09-06,24
2018-09-07,24
2018-09-08,21
2018-09-09,18
2018-09-10,18
2018-09-11,16
2018-09-12,18
2018-09-13,20
2018-09-14,17
2018-09-15,15
2018-09-16,15
2018-09-17,15
2018-09-18,14
2018-09-19,14
2018-09-20,14
2018-09-21,15
2018-09-22,18
2018-09-23,16
2018-09-24,15
2018-09-25,13
2018-09-26,16
2018-09-27,16
2018-09-28,19
